CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
7473,Female,27,112,66
7474,Male,60,89,99
7475,Female,30,112,47
7476,Female,29,18,24
7477,Female,26,42,77
7478,Female,21,44,37
7479,Female,56,59,56
7480,Male,41,33,94
7481,Male,51,48,75
7482,Female,56,34,87
7483,Male,58,41,46
7484,Male,22,148,28
7485,Female,32,117,93
7486,Male,67,42,52
7487,Female,21,116,15
7488,Male,68,120,45
7489,Male,69,130,58
7490,Male,56,25,67
7491,Female,25,20,73
7492,Male,66,107,72
7493,Male,62,125,97
7494,Female,41,34,98
7495,Female,45,102,73
7496,Male,60,120,81
7497,Female,44,105,41
7498,Male,18,21,65
7499,Male,51,30,40
7500,Female,34,136,5
7501,Female,54,38,94
7502,Female,55,130,75
7503,Male,43,133,28
7504,Female,41,42,38
7505,Male,56,145,81
7506,Female,38,86,87
7507,Male,47,50,18
7508,Female,64,83,37
7509,Male,68,72,27
7510,Female,65,23,25
7511,Male,30,84,69
7512,Female,54,76,83
7513,Female,20,102,27
7514,Male,49,62,77
7515,Female,52,103,54
7516,Male,36,122,7
7517,Male,31,144,90
7518,Female,65,20,78
7519,Male,39,34,27
7520,Female,34,92,59
7521,Female,21,102,72
7522,Male,62,148,31
7523,Female,57,64,99
7524,Male,36,28,91
7525,Male,54,101,68
7526,Female,19,99,4
7527,Female,32,20,18
7528,Male,19,69,63
7529,Male,28,50,87
7530,Female,62,139,96
7531,Female,40,116,76
7532,Female,27,69,52
7533,Female,20,31,84
7534,Male,22,137,63
7535,Female,20,135,45
7536,Male,55,112,12
7537,Male,30,141,8
7538,Female,59,119,22
7539,Male,36,67,91
7540,Female,57,74,41
7541,Male,67,67,41
7542,Female,52,85,81
7543,Male,41,28,57
7544,Male,41,137,32
7545,Female,34,113,97
7546,Female,57,116,95
7547,Male,27,127,55
7548,Male,19,88,6
7549,Female,61,93,39
7550,Male,40,127,9
7551,Female,23,19,32
7552,Male,19,39,36
7553,Female,38,33,16
7554,Male,52,64,12
7555,Female,66,113,41
7556,Female,46,136,67
7557,Male,24,134,58
7558,Female,46,102,91
7559,Male,54,17,91
7560,Female,40,147,9
7561,Female,50,84,17
7562,Female,25,49,5
7563,Male,29,149,26
7564,Female,63,94,85
7565,Male,65,25,1
7566,Female,27,87,1
7567,Male,32,57,35
7568,Male,41,100,9
7569,Male,43,138,87
7570,Female,64,31,38
7571,Male,59,23,4
7572,Female,56,82,52
7573,Male,20,28,19
7574,Male,19,49,5
7575,Male,23,107,92
7576,Male,38,13,48
7577,Female,26,42,87
7578,Male,27,52,63
7579,Male,53,36,38
7580,Female,20,90,52
7581,Male,58,122,87
7582,Male,41,126,46
7583,Male,39,133,82
7584,Male,66,104,93
7585,Female,31,72,92
7586,Female,59,143,9
7587,Male,62,133,50
7588,Female,61,125,74
7589,Female,44,104,66
7590,Male,50,76,77
7591,Female,39,106,38
7592,Male,46,125,27
7593,Female,36,22,20
7594,Female,36,73,62
7595,Female,23,94,74
7596,Male,62,65,16
7597,Female,36,141,79
7598,Male,30,121,13
7599,Male,43,42,20
7600,Female,39,62,24
7601,Male,38,110,50
7602,Female,53,98,7
7603,Male,19,38,87
7604,Male,64,60,88
7605,Female,61,59,29
7606,Female,47,120,5
7607,Female,44,45,35
7608,Female,24,118,65
7609,Male,37,69,82
7610,Male,67,29,70
7611,Male,48,142,87
7612,Female,40,133,74
7613,Male,30,10,7
7614,Female,34,28,44
7615,Male,21,96,72
7616,Female,31,38,13
7617,Male,37,68,94
7618,Male,30,72,82
7619,Female,20,107,78
7620,Male,43,57,75
7621,Female,43,71,38
7622,Male,35,27,13
7623,Male,49,36,54
7624,Female,31,15,44
7625,Female,64,15,97
7626,Male,20,40,13
7627,Male,18,114,25
7628,Male,43,103,24
7629,Male,41,65,29
7630,Male,66,27,70
7631,Male,52,96,18
7632,Female,31,32,92
7633,Female,20,34,5
7634,Female,30,16,18
7635,Male,64,142,63
7636,Male,67,27,37
7637,Male,31,115,71
7638,Female,38,42,55
7639,Female,43,88,73
7640,Male,20,44,99
7641,Male,68,119,12
7642,Female,57,74,52
7643,Female,21,72,57
7644,Female,53,81,46
7645,Male,68,50,44
7646,Male,60,137,24
7647,Male,18,117,9
7648,Female,57,113,12
7649,Female,64,47,9
7650,Male,50,44,22
7651,Male,24,145,17
7652,Female,69,111,33
7653,Male,69,77,47
7654,Female,28,46,88
7655,Female,44,94,15
7656,Male,31,38,93
7657,Female,39,50,96
7658,Male,33,65,33
7659,Female,63,25,93
7660,Female,29,149,15
7661,Male,66,75,27
7662,Female,63,78,98
7663,Male,27,32,61
7664,Male,41,62,68
7665,Female,63,129,82
7666,Male,35,137,85
7667,Male,39,58,48
7668,Male,26,22,8
7669,Male,34,117,6
7670,Male,55,94,63
7671,Male,57,54,84
7672,Female,30,91,2
7673,Male,67,77,22
7674,Female,54,106,21
7675,Female,23,86,6
7676,Male,38,44,96
7677,Female,68,145,70
7678,Female,53,61,13
7679,Male,24,49,1
7680,Male,53,130,22
7681,Male,42,122,24
7682,Female,28,120,64
7683,Female,61,45,41
7684,Male,31,143,94
7685,Male,62,79,22
7686,Female,46,82,61
7687,Female,27,25,12
7688,Female,67,47,90
7689,Female,65,27,4
7690,Male,22,21,83
7691,Female,25,63,80
7692,Female,63,10,12
7693,Female,22,120,33
7694,Female,41,30,21
7695,Male,57,138,73
7696,Male,43,102,72
7697,Female,23,149,84
7698,Female,33,133,74
7699,Male,53,48,96
7700,Male,29,69,92
7701,Female,28,106,74
7702,Female,20,113,72
7703,Male,61,148,52
7704,Male,54,119,47
7705,Male,23,38,97
7706,Male,36,98,59
7707,Male,35,128,47
7708,Male,33,60,56
7709,Female,40,117,13
7710,Male,60,67,44
7711,Male,54,45,35
7712,Male,26,37,29
7713,Male,20,140,56
7714,Female,25,110,5
7715,Female,55,116,67
7716,Male,21,98,53
7717,Female,29,44,60
7718,Female,61,102,6
7719,Female,48,114,48
7720,Female,42,85,80
7721,Female,33,93,35
7722,Female,59,85,18
7723,Male,31,59,11
7724,Male,30,109,51
7725,Male,58,81,23
7726,Male,24,124,47
7727,Male,29,86,75
7728,Female,54,130,59
7729,Male,67,63,57
7730,Male,21,80,93
7731,Female,19,94,56
7732,Female,52,111,27
7733,Male,61,116,73
7734,Female,20,37,35
7735,Female,21,117,55
7736,Female,55,30,9
7737,Female,29,36,18
7738,Male,36,86,44
7739,Female,27,59,21
7740,Male,18,66,56
7741,Male,34,128,48
7742,Female,33,73,1
7743,Female,26,57,27
7744,Female,26,13,45
7745,Male,26,140,63
7746,Female,29,70,58
7747,Female,58,105,40
7748,Female,32,13,63
7749,Female,19,74,38
7750,Female,28,149,29
7751,Male,28,133,40
7752,Female,25,102,19
7753,Female,49,40,88
7754,Female,23,80,56
7755,Male,37,11,44
7756,Female,56,59,65
7757,Male,52,144,87
7758,Male,25,17,13
7759,Female,67,64,30
7760,Female,66,52,49
7761,Female,60,39,75
7762,Male,51,68,63
7763,Male,36,18,71
7764,Male,24,77,35
7765,Male,48,90,11
7766,Male,35,148,49
7767,Male,57,132,40
7768,Female,31,139,21
7769,Female,56,32,47
7770,Male,53,31,3
7771,Female,34,149,30
7772,Female,54,18,88
7773,Male,61,99,67
7774,Male,26,42,62
7775,Female,37,98,37
7776,Male,62,104,97
7777,Male,45,78,22
7778,Female,67,47,31
7779,Male,37,148,46
7780,Female,58,73,76
7781,Female,53,81,45
7782,Female,44,29,14
7783,Female,25,43,12
7784,Female,49,120,63
7785,Male,18,51,91
7786,Male,34,145,77
7787,Male,26,75,88
7788,Male,37,30,38
7789,Female,62,88,47
7790,Female,49,79,54
7791,Male,19,14,55
7792,Female,49,76,48
7793,Male,62,25,73
7794,Male,26,108,72
7795,Male,47,82,15
7796,Female,37,44,71
7797,Female,55,92,88
7798,Female,18,119,16
7799,Female,22,48,88
7800,Male,52,19,43
7801,Female,53,10,7
7802,Female,18,15,43
7803,Female,31,75,28
7804,Male,26,47,66
7805,Male,47,76,98
7806,Female,41,109,60
7807,Female,21,86,3
7808,Female,67,44,1
7809,Female,31,54,31
7810,Male,42,77,56
7811,Female,21,26,87
7812,Female,42,14,84
7813,Female,27,66,80
7814,Male,52,104,46
7815,Male,24,39,32
7816,Female,59,16,81
7817,Female,30,133,18
7818,Female,21,100,68
7819,Female,67,61,35
7820,Female,60,15,23
7821,Male,53,118,79
7822,Male,31,104,13
7823,Male,35,75,78
7824,Female,25,19,14
7825,Male,49,35,37
7826,Male,44,142,5
7827,Male,59,77,22
7828,Female,54,107,28
7829,Female,40,80,4
7830,Male,24,59,50
7831,Female,29,26,29
7832,Male,42,20,37
7833,Male,20,62,35
7834,Male,43,59,20
7835,Male,21,145,35
7836,Female,59,133,99
7837,Female,53,71,84
7838,Female,32,85,2
7839,Female,49,132,58
7840,Male,46,99,18
7841,Female,27,38,94
7842,Male,38,111,56
7843,Female,33,110,64
7844,Female,64,119,93
7845,Female,36,118,52
7846,Male,46,38,22
7847,Male,69,68,93
7848,Male,68,79,60
7849,Male,35,105,10
7850,Female,61,53,84
7851,Male,33,93,80
7852,Male,18,130,6
7853,Female,65,66,81
7854,Female,19,126,6
7855,Male,32,73,86
7856,Female,56,108,82
7857,Male,45,47,96
7858,Female,18,36,28
7859,Male,22,26,42
7860,Male,59,72,74
7861,Male,39,20,41
7862,Male,53,73,63
7863,Male,63,48,22
7864,Female,30,139,92
7865,Male,18,124,79
7866,Male,33,54,29
7867,Male,58,97,71
7868,Male,39,89,34
7869,Male,49,18,96
7870,Female,33,114,2
7871,Female,68,134,26
7872,Male,32,87,75
7873,Female,63,54,89
7874,Male,69,117,19
7875,Female,59,108,20
7876,Female,29,36,33
7877,Male,18,49,81
7878,Female,34,35,94
7879,Female,58,92,82
7880,Male,68,35,96
7881,Male,67,79,4
7882,Female,45,76,32
7883,Female,24,15,19
7884,Female,26,37,3
7885,Male,39,22,92
7886,Female,43,72,61
7887,Female,29,22,38
7888,Female,24,138,6
7889,Male,63,49,56
7890,Male,64,40,40
7891,Male,32,26,81
7892,Male,55,146,69
7893,Female,38,118,83
7894,Male,31,73,42
7895,Female,19,66,99
7896,Female,25,34,86
7897,Female,62,131,88
7898,Female,23,87,74
7899,Male,54,66,2
7900,Male,54,80,28
7901,Male,50,97,17
7902,Male,58,122,70
7903,Male,23,109,69
7904,Female,69,56,39
7905,Male,43,125,7
7906,Male,56,140,32
7907,Male,58,99,4
7908,Male,54,120,21
7909,Female,31,99,32
7910,Female,54,138,82
7911,Female,25,148,97
7912,Female,56,144,14
7913,Female,30,21,70
7914,Male,30,115,75
7915,Female,57,131,46
7916,Female,60,62,20
7917,Female,45,109,93
7918,Male,35,46,58
7919,Male,36,128,99
7920,Female,55,68,80
7921,Male,49,63,48
7922,Male,39,10,7
7923,Female,19,37,40
7924,Male,30,121,59
7925,Male,40,25,36
7926,Male,42,37,44
7927,Female,45,121,31
7928,Female,28,138,42
7929,Female,50,125,44
7930,Male,41,107,43
7931,Female,19,79,43
7932,Male,47,101,47
7933,Male,34,12,6
7934,Male,57,90,93
7935,Female,51,53,91
7936,Female,55,33,66
7937,Female,39,108,86
7938,Female,22,121,9
7939,Male,65,132,11
7940,Female,57,121,80
7941,Male,68,139,77
7942,Female,33,77,18
7943,Female,30,100,25
7944,Female,43,69,97
7945,Male,48,141,74
7946,Male,69,133,58
7947,Male,56,105,30
7948,Male,65,138,1
7949,Male,40,42,63
7950,Female,65,39,97
7951,Male,29,14,79
7952,Male,31,127,29
7953,Male,35,149,66
7954,Male,44,47,75
7955,Female,45,26,53
7956,Male,35,118,98
7957,Female,33,49,19
7958,Female,69,149,66
7959,Female,33,120,84
7960,Male,30,137,52
7961,Female,46,104,31
7962,Male,26,38,60
7963,Male,43,82,68
7964,Male,45,30,93
7965,Male,58,69,30
7966,Male,30,107,13
7967,Female,53,84,15
7968,Female,26,128,20
7969,Male,64,122,34
7970,Female,31,123,92
7971,Male,68,112,20
7972,Female,29,89,50
7973,Female,49,72,89
7974,Female,55,66,27
7975,Female,20,38,30
7976,Female,69,138,56
7977,Male,33,133,84
7978,Male,37,68,65
7979,Female,49,95,99
7980,Male,40,80,55
7981,Female,34,98,24
7982,Male,33,107,25
7983,Female,55,53,53
7984,Female,25,125,76
7985,Female,36,84,11
7986,Male,47,32,94
7987,Male,51,54,60
7988,Female,31,101,77
7989,Female,39,22,47
7990,Male,61,43,25
7991,Male,34,79,25
7992,Male,32,117,17
7993,Male,67,142,12
7994,Male,65,135,52
7995,Female,49,30,11
7996,Male,30,140,10
7997,Female,38,32,81
7998,Female,66,28,60
7999,Male,57,59,54
8000,Male,50,29,80
8001,Female,44,125,63
8002,Male,52,101,20
8003,Female,33,102,5
8004,Male,45,92,41
8005,Male,51,62,63
8006,Male,64,132,56
8007,Female,18,94,32
8008,Male,58,91,27
8009,Female,65,18,68
8010,Male,48,13,48
8011,Female,53,34,7
8012,Male,61,43,46
8013,Female,50,82,78
8014,Female,50,146,88
8015,Female,56,91,18
8016,Female,35,146,38
8017,Female,40,13,65
8018,Female,40,16,17
8019,Male,32,24,90
8020,Female,43,47,86
8021,Female,47,100,82
8022,Female,42,61,38
8023,Male,62,90,92
8024,Male,33,109,85
8025,Male,56,16,63
8026,Female,65,116,97
8027,Male,62,54,94
8028,Male,31,68,42
8029,Female,34,131,8
8030,Female,29,30,30
8031,Male,46,12,64
8032,Female,49,11,9
8033,Female,41,38,97
8034,Female,69,46,57
8035,Female,30,54,59
8036,Male,37,129,93
8037,Female,32,55,95
8038,Male,21,149,67
8039,Male,51,62,75
8040,Male,45,54,5
8041,Male,67,41,95
8042,Female,19,27,84
8043,Female,64,22,4
8044,Female,47,141,8
8045,Male,43,32,42
8046,Male,68,71,35
8047,Male,64,63,13
8048,Female,43,78,5
8049,Male,37,23,40
8050,Female,59,107,19
8051,Female,45,37,82
8052,Female,37,104,97
8053,Female,28,80,4
8054,Male,27,76,59
8055,Female,40,109,18
8056,Male,54,70,24
8057,Female,58,112,93
8058,Male,69,146,31
8059,Male,36,128,58
8060,Female,62,26,28
8061,Female,35,58,9
8062,Female,66,87,45
8063,Male,44,55,90
8064,Female,23,102,49
8065,Female,27,130,2
8066,Male,19,22,6
8067,Female,41,54,29
8068,Male,55,26,26
8069,Female,45,56,28
8070,Male,45,71,7
8071,Male,62,52,34
8072,Female,67,77,56
8073,Male,56,133,10
8074,Female,19,118,57
8075,Female,63,37,47
8076,Male,22,103,86
8077,Female,67,127,27
8078,Male,28,100,39
8079,Male,27,93,22
8080,Male,60,42,19
8081,Male,19,34,9
8082,Male,32,28,19
8083,Male,56,115,2
8084,Male,58,42,92
8085,Male,54,76,61
8086,Female,24,51,59
8087,Female,37,104,86
8088,Male,51,56,70
8089,Female,52,44,71
8090,Female,51,126,70
8091,Female,39,85,33
8092,Female,48,137,78
8093,Female,40,64,65
8094,Female,36,107,25
8095,Male,21,117,70
8096,Female,41,58,28
8097,Female,37,122,18
8098,Female,56,143,63
8099,Female,45,79,91
8100,Male,56,95,49
8101,Male,34,145,66
8102,Male,36,48,40
8103,Male,65,140,85
8104,Female,52,19,87
8105,Male,49,12,66
8106,Male,64,55,80
8107,Male,63,76,4
8108,Male,64,106,34
8109,Female,63,28,5
8110,Male,56,71,98
8111,Female,52,107,22
8112,Male,47,66,20
8113,Female,34,104,47
8114,Female,59,116,77
8115,Male,64,97,34
8116,Male,46,124,44
8117,Male,23,128,6
8118,Male,34,61,56
8119,Female,34,50,29
8120,Female,31,57,97
8121,Male,41,100,53
8122,Male,67,48,1
8123,Female,54,22,59
8124,Male,57,141,48
8125,Female,56,105,7
8126,Male,49,118,86
8127,Female,53,113,32
8128,Female,67,107,78
8129,Female,54,52,61
8130,Female,65,97,57
8131,Female,31,102,51
8132,Male,44,135,88
8133,Female,36,118,19
8134,Male,48,56,27
8135,Female,63,101,63
8136,Female,26,50,60
8137,Male,55,12,61
8138,Male,34,130,61
8139,Male,36,86,87
8140,Male,61,104,45
8141,Female,21,22,21
8142,Male,65,114,44
8143,Female,28,27,93
8144,Male,39,46,1
8145,Male,21,64,95
8146,Female,34,61,91
8147,Female,25,45,44
8148,Male,63,123,62
8149,Female,51,61,61
8150,Female,28,28,91
8151,Female,48,149,79
8152,Female,28,101,89
8153,Female,55,148,79
8154,Female,38,57,83
8155,Female,63,110,50
8156,Female,47,108,75
8157,Male,27,56,41
8158,Female,43,76,33
8159,Male,44,40,87
8160,Female,25,85,12
8161,Female,56,17,2
8162,Female,25,53,21
8163,Female,25,44,14
8164,Male,51,23,34
8165,Male,33,119,79
8166,Female,58,13,85
8167,Male,30,121,64
8168,Female,40,78,23
8169,Female,29,58,85
8170,Male,44,64,50
8171,Male,39,90,14
8172,Female,49,149,85
8173,Female,66,148,76
8174,Male,44,124,46
8175,Female,19,84,5
8176,Male,62,107,66
8177,Female,50,136,22
8178,Female,43,120,70
8179,Male,45,110,2
8180,Male,36,123,29
8181,Male,60,38,61
8182,Female,22,71,71
8183,Female,50,62,16
8184,Female,37,126,64
8185,Female,47,100,97
8186,Male,62,115,97
8187,Female,25,95,14
8188,Female,55,137,43
8189,Female,34,109,76
8190,Male,61,103,43
8191,Female,18,85,70
8192,Female,20,12,55
8193,Male,63,90,76
8194,Female,43,114,31
8195,Female,48,41,76
8196,Male,25,17,74
8197,Female,60,96,40
8198,Female,63,39,27
8199,Female,25,83,52
8200,Male,52,132,7
8201,Female,56,130,46
8202,Female,45,47,33
8203,Male,68,124,91
8204,Male,21,118,8
8205,Female,33,87,5
8206,Female,30,45,61
8207,Female,37,99,72
8208,Female,68,49,60
8209,Male,22,83,85
8210,Female,54,55,24
8211,Male,37,116,7
8212,Male,41,109,61
8213,Female,53,70,83
8214,Female,51,12,95
8215,Male,62,91,36
8216,Male,65,16,27
8217,Female,51,40,29
8218,Male,36,74,87
8219,Female,34,104,20
8220,Female,22,73,70
8221,Male,42,86,76
8222,Male,35,12,76
8223,Female,67,102,3
8224,Male,25,44,39
8225,Female,44,24,99
8226,Female,32,30,83
8227,Female,62,71,45
8228,Male,30,92,68
8229,Female,33,13,31
8230,Female,39,76,38
8231,Female,37,103,97
8232,Female,30,67,6
8233,Female,37,139,8
8234,Female,19,34,28
8235,Female,52,20,15
8236,Female,64,10,95
8237,Female,36,57,8
8238,Female,62,122,54
8239,Female,54,147,6
8240,Male,23,90,29
8241,Female,31,39,34
8242,Female,21,123,7
8243,Female,39,28,40
8244,Male,68,119,74
8245,Female,56,43,13
8246,Male,53,41,62
8247,Female,51,85,86
8248,Female,44,135,85
8249,Male,24,143,65
8250,Female,20,95,41
8251,Male,64,84,42
8252,Male,50,144,66
8253,Female,19,54,93
8254,Female,59,74,11
8255,Female,33,103,50
8256,Female,42,28,71
8257,Male,32,128,35
8258,Male,41,56,94
8259,Female,32,55,80
8260,Male,48,38,79
8261,Male,31,109,20
8262,Female,31,74,28
8263,Male,23,137,37
8264,Male,31,60,3
8265,Female,34,31,93
8266,Male,35,119,59
8267,Female,37,80,73
8268,Male,68,42,27
8269,Female,34,136,32
8270,Male,33,118,48
8271,Male,57,109,46
8272,Female,56,53,95
8273,Female,69,16,47
8274,Female,49,137,90
8275,Female,61,100,40
8276,Male,26,139,3
8277,Male,44,26,75
8278,Male,63,74,29
8279,Female,69,119,91
8280,Male,50,39,58
8281,Male,27,101,50
8282,Female,34,84,10
8283,Female,66,114,61
8284,Male,66,40,99
8285,Female,53,106,61
8286,Male,34,60,23
8287,Male,35,67,6
8288,Female,69,43,75
8289,Male,40,30,60
8290,Female,51,46,27
8291,Female,25,73,55
8292,Male,30,133,31
8293,Male,40,110,30
8294,Male,37,128,67
8295,Female,39,94,13
8296,Male,64,87,59
8297,Female,69,113,54
8298,Female,40,81,21
8299,Male,58,112,43
8300,Female,52,86,11
8301,Male,20,119,67
8302,Male,51,28,38
8303,Male,50,139,95
8304,Male,63,143,24
8305,Male,34,142,51
8306,Male,62,71,76
8307,Male,36,112,61
8308,Female,47,109,46
8309,Male,40,61,43
8310,Female,32,58,27
8311,Female,31,109,85
8312,Female,19,135,89
8313,Male,56,127,30
8314,Female,66,63,94
8315,Female,35,128,63
8316,Male,23,142,10
8317,Male,49,146,3
8318,Female,38,107,77
8319,Male,57,45,60
8320,Male,45,90,27
8321,Male,44,94,82
8322,Male,19,92,45
8323,Female,50,72,62
8324,Male,33,76,24
8325,Male,56,12,46
8326,Male,39,51,78
8327,Female,60,33,44
8328,Female,64,53,63
8329,Male,30,138,4
8330,Male,19,124,16
8331,Female,31,45,51
8332,Male,55,47,74
8333,Male,58,91,91
8334,Female,45,38,48
8335,Male,24,50,65
8336,Male,35,97,69
8337,Female,58,57,77
8338,Female,53,123,45
8339,Male,58,31,3
8340,Female,53,108,17
8341,Male,61,26,83
8342,Male,21,95,37
8343,Male,47,142,5
8344,Female,41,70,47
8345,Female,37,98,44
8346,Male,63,143,88
8347,Male,48,90,33
8348,Female,41,104,21
8349,Female,24,68,67
8350,Female,43,63,68
8351,Male,30,135,32
8352,Female,25,57,24
8353,Female,22,77,35
8354,Male,61,116,18
8355,Male,30,87,67
8356,Male,46,86,54
8357,Female,37,36,26
8358,Male,31,97,60
8359,Male,49,81,88
8360,Male,67,56,65
8361,Male,44,112,51
8362,Female,42,30,98
8363,Male,69,124,60
8364,Female,21,66,59
8365,Female,38,114,76
8366,Female,35,104,17
8367,Male,56,119,85
8368,Female,32,36,21
8369,Male,55,137,67
8370,Male,65,85,28
8371,Male,69,44,89
8372,Female,41,107,44
8373,Male,25,45,70
8374,Male,45,75,62
8375,Male,38,65,42
8376,Female,33,103,94
8377,Female,33,115,96
8378,Female,52,93,22
8379,Male,34,145,38
8380,Female,26,27,14
8381,Male,52,134,98
8382,Male,69,11,26
8383,Female,46,85,40
8384,Male,56,147,54
8385,Female,35,35,13
8386,Male,29,56,94
8387,Female,36,39,19
8388,Male,65,65,42
8389,Male,39,128,41
8390,Male,66,141,50
8391,Male,69,148,3
8392,Male,32,139,31
8393,Female,18,149,76
8394,Male,19,30,15
8395,Female,25,77,54
8396,Female,39,135,53
8397,Female,42,52,45
8398,Male,19,109,38
8399,Male,68,132,78
8400,Male,26,102,99
8401,Female,26,149,80
8402,Male,30,138,50
8403,Male,23,125,24
8404,Female,47,124,17
8405,Female,32,128,18
8406,Female,68,102,42
8407,Female,32,18,17
8408,Female,67,82,16
8409,Female,24,35,85
8410,Male,28,115,88
8411,Female,57,77,98
8412,Male,55,119,52
8413,Male,57,140,36
8414,Male,19,34,91
8415,Female,68,30,39
8416,Male,65,149,81
8417,Female,56,63,25
8418,Female,27,10,42
8419,Male,61,137,21
8420,Female,34,10,68
8421,Male,24,144,89
8422,Male,57,19,59
8423,Female,56,49,30
8424,Male,21,148,57
8425,Male,52,54,33
8426,Male,68,96,90
8427,Female,64,36,89
8428,Male,53,59,53
8429,Female,48,70,16
8430,Female,42,22,49
8431,Male,58,149,88
8432,Male,30,94,5
8433,Female,35,93,77
8434,Female,38,29,94
8435,Male,65,40,60
8436,Male,18,17,71
8437,Female,53,33,81
8438,Female,67,42,55
8439,Female,25,51,91
8440,Female,69,148,35
8441,Female,65,103,69
8442,Male,38,46,42
8443,Female,60,43,69
8444,Female,69,62,24
8445,Male,38,149,71
8446,Male,44,105,71
8447,Female,36,114,55
8448,Female,40,57,14
8449,Male,68,49,55
8450,Female,67,97,15
8451,Female,68,52,5
8452,Male,60,26,4
8453,Female,52,111,30
8454,Male,57,120,84
8455,Male,69,79,53
8456,Male,68,69,90
8457,Male,59,86,73
8458,Female,65,44,30
8459,Male,22,25,86
8460,Female,69,47,94
8461,Female,58,41,84
8462,Female,25,16,92
8463,Female,28,55,61
8464,Female,33,27,71
8465,Male,56,80,68
8466,Male,64,49,92
8467,Male,41,97,55
8468,Male,38,87,99
8469,Female,69,14,97
8470,Male,40,95,71
8471,Female,66,31,73
8472,Female,55,83,98
8473,Male,64,99,42
8474,Male,25,88,98
8475,Male,24,128,77
8476,Male,19,138,29
8477,Female,47,87,35
8478,Female,30,45,45
8479,Male,40,104,74
8480,Female,46,37,94
8481,Female,55,107,90
8482,Female,54,44,99
8483,Male,37,71,92
8484,Female,50,96,29
8485,Male,46,117,70
8486,Male,67,134,3
8487,Female,32,88,93
8488,Female,40,134,57
8489,Male,59,70,66
8490,Female,20,35,22
8491,Female,54,66,27
8492,Male,46,141,22
8493,Male,62,51,74
8494,Male,25,31,49
8495,Male,39,148,83
8496,Female,46,99,24
8497,Female,19,67,27
8498,Male,58,16,36
8499,Male,66,145,17
8500,Male,67,60,56
8501,Female,62,99,10
8502,Male,18,117,54
8503,Female,61,18,81
8504,Male,37,47,74
8505,Male,69,120,74
8506,Male,38,22,38
8507,Female,54,16,81
8508,Female,25,148,90
8509,Female,44,76,90
8510,Male,64,50,98
8511,Female,52,25,4
8512,Female,23,53,50
8513,Male,62,59,91
8514,Male,61,143,61
8515,Female,36,27,21
8516,Female,35,60,36
8517,Female,18,12,46
8518,Female,42,98,95
8519,Male,44,63,71
8520,Male,24,58,44
8521,Male,61,37,64
8522,Female,59,47,98
8523,Female,46,37,18
8524,Male,48,41,88
8525,Male,61,50,13
8526,Female,60,45,13
8527,Female,53,112,25
8528,Male,36,45,5
8529,Male,23,116,39
8530,Male,42,135,29
8531,Female,48,96,57
8532,Female,26,75,46
8533,Female,37,147,33
8534,Female,27,79,88
8535,Female,54,88,10
8536,Female,44,102,58
8537,Male,30,101,25
8538,Male,58,31,74
8539,Female,19,29,39
8540,Male,67,42,16
8541,Female,38,144,60
8542,Male,50,99,28
8543,Female,41,59,76
8544,Male,61,19,44
8545,Male,59,88,58
8546,Female,51,46,32
8547,Female,26,68,63
8548,Male,19,97,93
8549,Male,47,113,45
8550,Female,39,72,53
8551,Male,63,30,61
8552,Female,28,113,50
8553,Female,60,88,27
8554,Male,34,46,26
8555,Female,53,54,3
8556,Male,30,52,90
8557,Male,24,125,39
8558,Female,33,94,65
8559,Male,50,93,35
8560,Female,62,12,53
8561,Female,18,113,91
8562,Female,28,96,46
8563,Male,23,120,68
8564,Female,37,96,83
8565,Male,52,100,22
8566,Female,61,44,60
8567,Female,54,105,6
8568,Female,58,95,52
8569,Male,43,145,73
8570,Male,29,125,75
8571,Female,47,101,86
8572,Female,45,149,73
8573,Male,44,11,29
8574,Male,59,133,43
8575,Male,36,13,74
8576,Female,22,118,34
8577,Male,22,120,31
8578,Female,58,43,86
8579,Male,44,96,46
8580,Female,45,22,4
8581,Female,43,16,2
8582,Female,44,41,5
8583,Male,69,32,46
8584,Male,66,56,79
8585,Male,59,38,19
8586,Female,38,32,38
8587,Female,18,47,59
8588,Male,45,136,79
8589,Female,65,53,72
8590,Female,32,14,20
8591,Female,34,49,76
8592,Male,43,148,68
8593,Female,37,87,53
8594,Male,42,115,55
8595,Male,30,139,39
8596,Male,50,58,36
8597,Male,42,132,58
8598,Male,25,44,15
8599,Female,22,115,1
8600,Male,23,81,95
8601,Male,40,118,9
8602,Male,69,134,23
8603,Female,47,80,52
8604,Female,31,48,26
8605,Female,40,100,60
8606,Female,28,46,18
8607,Male,48,90,97
8608,Male,23,141,78
8609,Female,28,32,58
8610,Female,30,14,65
8611,Female,29,119,77
8612,Female,19,27,79
8613,Male,52,36,69
8614,Female,53,33,14
8615,Female,34,38,78
8616,Female,45,148,46
8617,Female,45,132,69
8618,Female,39,137,75
8619,Female,55,121,32
8620,Female,24,126,51
8621,Male,32,141,69
8622,Male,49,42,15
8623,Male,28,51,53
8624,Male,41,134,71
8625,Male,20,13,69
8626,Male,47,29,94
8627,Female,23,77,15
8628,Female,19,67,30
8629,Male,31,89,78
8630,Female,58,143,24
8631,Male,35,104,88
8632,Female,68,13,35
8633,Female,61,53,69
8634,Female,48,134,12
8635,Female,30,51,84
